 L_T1, L_T2, L_T3, L_T4, L_T5, L_T6, L_T7
-0.1481094025044111,1.5111147269765008,-1.3349842153762173,1.0258634115048317,0.15919267886582933,0.9839422772035935,1.112376127857962
0.2335489395157965,0.7554501674480895,-1.2490196013806762,1.160826774116856,0.7775381732582447,0.5892777786610557,1.4086059502664188
0.5600979858226198,0.2429396398969891,-0.5318595051864032,1.2312788239422312,1.5691557756517198,-1.0139473648176913,-0.17468015044034865
0.9880183706026591,0.238181502214719,0.3115714990534577,0.9700946247475755,1.1259635348776662,-1.5913780637890584,-1.584939447879153
1.2575885644603069,-0.10338808899049472,0.8308112022556967,-0.6355151371336385,0.5024415603235634,0.06508989745163385,0.15415086884237544
1.501291499902137,-0.8060006610448728,1.7431530992025952,-0.4555491633750406,0.030659940726917672,1.0550149117732737,1.4474151618648992
1.620483216351075,-0.9971540429178726,1.2493754899752285,0.6024095519419982,-0.6273499045147217,-0.7126306470696208,0.9760339589520576
1.8351036043152291,-1.374240895322941,0.8400321004809741,1.6239973503440615,-1.2129399952066953,-2.2018685623544543,-0.702830938708506
2.03620599673421,-1.5980423867078455,0.40093092038920847,-0.09637809561359521,-1.655464473387952,-1.3229877800520278,-1.2633630669322022
1.9385748433252956,-1.5490251311783998,-0.17069702031284975,-2.0958064196939064,-1.33154346193009,-0.558661761126751,-0.9042540264717778
1.6457680376589932,-1.7771599235361188,-0.9264017420831798,-1.6634000057265048,-0.8360849071058345,0.13355649855464005,-0.6427778627845578
1.241477672919248,-1.522524437769798,-1.3976615900196983,-1.9226456932816525,-0.31041565000328264,0.41823547862315696,-0.5790464851784988
0.8712588440582105,-1.2362043465803854,-1.4306557208629298,-1.6177025154450038,0.3991322153464192,0.630575447069581,-0.5935127748435657
0.30693896567655593,-1.2603376943047109,-0.9008026669899672,-0.7851788480564136,0.851260263822239,0.6065337686966563,-0.42486829943560606
-0.050157977693534625,-1.368560944502012,-0.2992454383250917,-0.1412798018695378,1.4202751053651084,0.5130011727397277,-0.3404673048603376
-0.3566230521965314,-1.4397401503040832,0.4184634363001087,0.216034025355028,1.8087754305294368,0.5139458700753013,-0.19499344386106
-0.620536948602639,-1.3953667934680032,1.0881407835338648,0.20324462712752253,0.8339483708642531,0.7528366879676675,0.3597215064142643
-0.8191185361476871,-1.3589099048127582,1.3740503720028654,0.5885684026698423,-0.06834005272919895,0.7384631565309365,0.7757393474797571
-1.001830661394735,-1.1262622764718229,0.953646986369425,1.0708024387122503,-0.9389925727415773,1.0084316110577256,1.0122820168874114
-1.1890305887181425,-0.9971515555186731,0.37023488290084267,1.145641163632532,-1.533056378484562,0.4017789108174618,1.3502432505332977
-1.4082095987450904,-0.826521436767881,-0.2269321514567965,1.4321360560361394,-0.9165865591620425,-1.5685327885792362,-1.1172770049105551
-1.4833249256230123,-0.5252315883184986,-0.6856491586499737,1.682412614864135,-0.36968057342178695,-1.7989044538592078,-2.632483853713928
-1.5633705719138464,-0.3311974557315175,-1.288082333354232,1.1804663311789707,0.005874112973409375,-1.748103928779639,-2.8221783428457763
-1.6553871605789514,-0.1776103211752466,-1.1046716653645152,0.8595013215449997,0.17056776743975133,-1.6488967357295807,-2.9771947085293795
-1.8346855836303855,-0.29354119408413637,-0.6085211284633184,0.8413600438129982,0.5190862761021421,-1.500930147944115,-2.734290697697687
-1.9271224673630887,-0.417092603562089,0.09177307214293177,1.0123690896877922,1.0009147333086639,-1.408513379961061,-2.4771490019891464
-2.1132178903201453,-0.5885638671203545,0.5670554604753721,1.381252998838944,1.6344556405422805,-0.3704526760329904,-1.2471940786511564
-1.8386079451458672,-0.4246396740389817,1.5727103482992093,0.7505883104051557,0.8618825204611689,0.10239929853885217,-0.05441929639882664
-1.5311599906530897,0.10976381040515418,1.5264422547308272,-0.9546200384168976,0.15306551548132424,0.8662146090381307,0.8444231057517355
-1.4831972228775827,0.2582092171022863,1.0742770520007323,0.7649745949058113,-0.4762567361664423,0.4028843080142561,1.6255579420753272
-1.2402050996847684,0.5738842057020829,0.6294294776697069,1.207415559688854,-1.2482784787591639,-0.662669325237579,0.6234258914778344
-0.7993231941632126,1.045519616051383,0.531449641284362,-0.9395612055070355,-1.4024717038751155,-1.816711569183652,-1.7433157282066976
