 L_T1, L_T2, L_T3, L_T4, L_T5, L_T6, L_T7
-0.22112392692466387,1.3276567111313293,-1.4891243686945592,0.9980334709773481,0.15172131671095626,0.7410809895559045,1.272798230078188
-0.039227961040828103,0.8447574355307274,-1.4744459047518628,1.1448656499137337,0.7361892505612877,0.40312637485259245,1.4398558723912347
0.33283196917610813,0.2530357879637924,-0.7992365633878434,1.1999277170148788,1.5245413473826648,-1.23032092954676,-0.12332635210941152
0.7544998900886364,-0.16865090340574748,-0.05063490231034403,0.8879093367750597,1.10318074390917,-2.1878590045394835,-1.1018068285143965
1.134827818754838,-0.41350124032999636,0.7713590784806368,-0.6538285420569876,0.4915282549960326,0.12149752926649322,0.1630581775700959
1.5068877489717747,-0.807982338707953,1.5493176674435276,-0.4886423407535542,0.01579854139692561,0.7410809895559045,1.6069135147042806
1.7631957008989974,-1.1684564458464306,1.343819172245783,0.6309530236363848,-0.6230385025790175,-0.3854343927884774,0.6880964819825266
2.0525756466232816,-1.508526358241221,0.9475006457929885,1.6404242538240357,-1.1939141588979456,-2.0752074663050477,-0.7915569213615963
2.077379641971077,-1.5969445354638663,0.46311133568401797,-0.08485384867849458,-1.6288670399028433,-1.568275544250077,-1.0063453186212272
1.9864316590291595,-1.7737808899091572,-0.1387056859665199,-2.1037963090537946,-1.3298369342119762,-0.554411700140136,-0.898951119991412
1.6722477179570798,-1.814589279396532,-0.9019858109867164,-1.6449457498775897,-0.8405149430814666,0.34680060573536964,-0.827354987571535
1.2671157939430822,-1.5493347477285955,-1.4450889768664705,-1.9019020630162646,-0.3376006744195535,0.7410809895559045,-0.9466818749379966
0.8537158714798195,-1.399703986274888,-1.5184812965799512,-1.626591727510542,0.38279003474480805,0.7410809895559045,-0.7438261664150115
0.4485839474658218,-1.3861011897790965,-0.8285934912732356,-0.7823066986263254,0.858519748343915,0.7410809895559045,-0.5171050804187347
-0.006155967243767056,-1.4677179687538462,-0.19741954173730425,-0.12156189341259017,1.4293954046628432,0.7410809895559045,-0.5051723916820888
