L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7
2.411459242015387,3.965550708140405,3.704814738925987,2.648718558814547,3.3166333888268706,5.199550520983616,1.4720583087504109
-7.849855626796683,-2.855348059630007,5.284616971234503,4.843067212121301,5.4878465933048535,6.716223574643433,5.608544077514009
17.88321494948867,7.8063951761432255,7.084423220346856,2.9245653857753977,2.0791846571968216,5.346407938434702,3.260207383973321
-17.249130968301547,-2.141999085396444,4.6616649961163965,4.107262929998349,3.872407396607868,4.858159183909499,-0.17101733858257684
12.414227402594644,4.681245343459605,6.362174687492388,5.172267616565523,2.6487408077047667,6.102800554001572,3.0974562277230175
-1.206184084265513,4.083342451167345,5.5750507219653285,4.478880510963501,1.4075083547285265,6.119932422958834,5.043411285993686
1.7121594587919933,2.5253127370671957,4.5184124064682365,2.1684190350598094,2.733134512212675,5.117462830914618,3.7006435809466636
1.8720774889833136,5.08263888950644,6.032546244148687,3.355221934421073,0.8564883069993743,6.0578192968175495,2.79122604333576
2.0380411269521828,4.281799328851507,4.177485084396402,4.989502371486154,5.752280104517741,5.110585211597685,0.6508983978418572
2.695688902179139,5.208669127359264,4.091228705270539,3.9049781564681245,0.13470825870313002,5.862320294912673,3.5165133450422585
1.4487395546934343,4.523348058274848,4.062395853398848,4.464731194107474,5.945259856765352,5.387179947121259,2.1995731703141654
2.1554130771633657,5.45942003784692,3.830038130014769,3.8369767875909506,3.603432992787815,5.879075817696128,1.7956816379549274
1.8106626852515502,4.1107723842164505,5.809560520266942,4.325993214498218,4.195614280997685,6.443007503861504,2.331142585536295
2.988610524955048,5.162481025604956,3.800863512744521,4.860006662028184,-0.273048715631185,5.1571202740846305,2.2452429150083377
0.9687420034657327,3.995108716143154,6.344922716335392,5.076782748727993,5.736689372231391,6.505437648579221,4.139043875597978
3.1261302408180263,5.8682285106162615,6.439986981825663,1.641455360867629,-1.5544443928182665,5.406982914233882,3.9593784690305096
1.830869458088702,4.476639833047542,5.101039157012531,3.403822157665463,5.134809596824673,6.007450674144802,3.963999485468703
2.363953750785216,5.7702897011019525,5.557361642820522,5.0670026453881745,1.8332894933700847,4.879257072834826,1.3990420366335232
2.7892195839919753,3.8078850039543197,5.10793419681338,3.74224948616862,4.57756672766384,5.52398929480997,1.2444531607310747
